cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,rmse_cc,n_cc,regime,family_tag
covonly,Canada,alaska,x25,stefan,ku_cal,10.0,catboost_lo,0,0.5,27.609333333333336,2.4960650588031115,27.602426498030706,5.285222222222222,374,19,3,3,1.2555555555555555,27.630519948175834,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,ku_cal,10.0,catboost_lo,0,0.75,28.580333333333332,3.021427109459665,28.564528215217468,10.409888888888888,374,19,3,3,1.2555555555555555,28.60048262846637,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,ku_cal,10.0,catboost_lo,0,1.0,30.784222222222223,3.8112494354554243,30.75794017153198,15.534777777777778,374,19,3,3,1.2555555555555555,30.80397061906334,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,ku_k2,10.0,catboost_lo,0,0.0,29.73533333333333,2.187843306394068,29.735199689912818,-4.964333333333333,374,19,3,3,1.2777777777777777,29.760095685463657,373,main,analytic
covonly,Canada,alaska,x25,stefan,ku_k2,10.0,catboost_lo,0,0.25,29.41011111111111,1.9725920999011906,29.409828472784266,-4.343111111111111,374,19,3,3,1.2777777777777777,29.434854996332263,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,ku_k2,10.0,catboost_lo,0,0.5,29.119555555555554,1.7488189771428084,29.11799422762553,-3.7221111111111114,374,19,3,3,1.2777777777777777,29.14374872856973,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,ku_k2,10.0,catboost_lo,0,0.75,28.86366666666667,1.5179545813729447,28.860565307300874,-3.1009999999999995,374,19,3,3,1.2777777777777777,28.887695365432638,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,ku_k2,10.0,catboost_lo,0,1.0,28.644000000000002,1.2805011171846403,28.638320231437287,-2.479888888888889,374,19,3,3,1.2777777777777777,28.667522339732855,373,main,formula_mix
covonly,Canada,alaska,x25,stefan,none,0.0,catboost,0,0.0,29.462,,29.461947647028015,-7.303,374,19,1,3,1.7,29.501372903659888,373,main,analytic
covonly,Canada,alaska,x25,stefan,none,0.0,catboost,0,0.25,28.935999999999996,,28.93295798088008,-6.057333333333333,374,19,1,3,1.7,28.974403986570717,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,catboost,0,0.5,28.50466666666667,,28.492863320488055,-4.812,374,19,1,3,1.7,28.541790712034835,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,catboost,0,0.75,28.173333333333332,,28.145833922379058,-3.5666666666666664,374,19,1,3,1.7,28.208190214975833,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,catboost,0,1.0,27.945666666666668,,27.895343311774504,-2.321,374,19,1,3,1.7,27.977430811719803,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,catboost_lo,0,0.0,29.73533333333333,2.187843306394068,29.735199689912818,-4.964333333333333,374,19,3,3,0.4140740740740741,29.760095685463657,373,main,analytic
covonly,Canada,alaska,x25,stefan,none,0.0,catboost_lo,0,0.25,29.782111111111107,1.9403819879753745,29.779998001398837,-5.442,374,19,3,3,0.4140740740740741,29.80721226156984,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,catboost_lo,0,0.5,29.871555555555556,1.7170172565409048,29.86302936999391,-5.919555555555555,374,19,3,3,0.4140740740740741,29.896745724162248,373,main,residual
